"id" "text" "screenname" "isretweet" "retweeted" "created"
"1" "537757688294567938" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/t7LikWupFq" "kpischke15" FALSE FALSE 1417046398
"2" "537757571038212096" "RT @StaceyShinn: Shopping online this weekend? Use this link for your @amazon purchases &amp; they'll make a donation to @PLANevada http://t.co…" "Hendems" TRUE FALSE 1417046370
"3" "537757569184727040" "RT @wackyjackyful: Running Scarred \"Emotionally Satisfying!\" Reply w/ #AmazonCart for a free sample #asmsg #iartg #T4MW http://t.co/NMevG8V…" "StarofPerseus" TRUE FALSE 1417046370
"4" "537757526977441792" "Called @amazon about my defective tire and they're sending me a new one by Friday. Awesome!" "mattpenndotcom" FALSE FALSE 1417046360
"5" "537757524209201152" "#TonyDeLap, published by @RadiusBooks &amp; Art Santa Fe Presents voted one of @amazon's Editors Favorite #BooksoftheYear
http://t.co/9UF8O7vgf2" "CJFASantaFe" FALSE FALSE 1417046359
"6" "537757447511760896" "I just listed: 'Wizard of Wor Cartridge for the Commodore 64', for $25.45 via @amazon http://t.co/6YXedURh7M" "SanDiegoPawn" FALSE FALSE 1417046341
"7" "537757428020834305" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/BdAN15KN5v" "Pathetica" FALSE FALSE 1417046336
"8" "537757420073005056" "My @amazon WishList http://t.co/ZrTS9l9js0 #treats #wishlist #love #spoil #Christmas #findom ❤️.xx" "Kimmyy_90" FALSE FALSE 1417046334
"9" "537757391949795328" "Shopping on @amazon and the #kindle offers are taunting me." "_imelizz" FALSE FALSE 1417046327
"10" "537757387596509184" "I just bought: 'Viniro Beauty Advanced Anti-Wrinkle Cream with... Reply w/ #AmazonWishList to add this via @amazon http://t.co/xbtN8mjKGR" "tracis71875" FALSE FALSE 1417046326
"11" "537757374841647104" "RT @ParcelToys: http://t.co/BNnoZSOwQf's 2014 Holiday Toy List: This year's most popular holiday and Chri... http://t.co/QKNy6JARlm via @am…" "Mompreneurire" TRUE FALSE 1417046323
"12" "537757353148297216" "ANGUS &amp; SKEETER, BOOK 2 Dark Continent Continental by Sara Mari... Reply w/ #AmazonCart for a free sample http://t.co/weAYPtg0Bd via @amazon" "MissFifties" FALSE FALSE 1417046318
"13" "537757343912853504" "New work from ACS: In NYC? Check out the interactive map kiosks for our Gift Guides! Shop @Amazon while underground http://t.co/e1OEAQSaHw" "AmazonCreative" FALSE FALSE 1417046316
"14" "537757333699321856" "#FREE Twisted by Lola Smirnova #SUSPENSE #THRILLER http://t.co/3L0UTf9VNU via @amazon" "VanillaOrchids" FALSE FALSE 1417046314
"15" "537757213356347392" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/yW4x8W3Nd3" "josecaban" FALSE FALSE 1417046285
"16" "537757205559537664" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/eXWoJ7SqtM" "Kryssiepooh5" FALSE FALSE 1417046283
"17" "537757175284629504" "Just saw this on Amazon: Fire HDX 8.9, 8.9” HDX Display, Wi-Fi, 16 G... by Amazon for $379.00 http://t.co/BqQp2du1XF via @amazon" "roroduck" FALSE FALSE 1417046276
"18" "537757172969390081" "Split the Uprights (The Fantasy Leagues... Reply w/ #AmazonCart for a free sample http://t.co/6gtsdMB50M via @amazon #thanksgivingcountdown" "finlessbook" FALSE FALSE 1417046275
"19" "537757167999516673" "RT @finlessbook: Split the Uprights
The Fantasy Leagues Reply w/ #AmazonCart for a free sample http://t.co/6gtsdMB50M via @amazon #Thanksgi…" "FrostFyre" TRUE FALSE 1417046274
"20" "537757153809805313" "RT @amazon: Fav this tweet. Bookmark this URL. Do everything you can to prepare. Black Friday Deals begin TONIGHT at 12:00 AM PST http://t.…" "ocdcookie" TRUE FALSE 1417046271
"21" "537757141235269632" "#amwriting The Bayou Classic by Mr Marcus j Chatman Reply w/ #AmazonWishList to add this http://t.co/CxoI1vmiC9 via @amazon" "TheBayouClassi1" FALSE FALSE 1417046268
"22" "537757132222107649" "The Solitary Man's Refuge by Ron Foster http://t.co/KszXHdUVCP via @amazon #preppers #prepper #preparedness" "feets_beat" FALSE FALSE 1417046266
"23" "537757131400019969" "The Solitary Man's Refuge by Ron Foster http://t.co/CNHWQbYuA1 via @amazon #preppers #prepper #preparedness" "ApocalypticPost" FALSE FALSE 1417046265
"24" "537757081718489088" "Black Friday 2014 deals, sales, and low prices on laptops, TVs, toys, DVDs, a... http://t.co/A6jNpUdU2W via @amazon" "briankgallagher" FALSE FALSE 1417046253
"25" "537757081714311168" "Black Friday 2014 deals, sales, and low prices on laptops, TVs, toys, DVDs, a... http://t.co/eivDgzWF2U via @amazon" "LifesOffers" FALSE FALSE 1417046253
"26" "537757072524210176" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/2VcBZopoac" "Beekeeper532" FALSE FALSE 1417046251
"27" "537757051381104640" "RT @amazon: Fav this tweet. Bookmark this URL. Do everything you can to prepare. Black Friday Deals begin TONIGHT at 12:00 AM PST http://t.…" "Edgar_Pumbi" TRUE FALSE 1417046246
"28" "537757040811466752" "RT @WalkinParks: Grindstone: A Liz Stone Mystery (Liz St... Reply w/ #AmazonCart for a free sample http://t.co/htMZAby37c via @amazon On my…" "PerkinsVictoria" TRUE FALSE 1417046244
"29" "537757038303277056" "RT @WalkinParks: Grindstone: A Liz Stone Mystery (Liz St... Reply w/ #AmazonCart for a free sample http://t.co/htMZAby37c via @amazon On my…" "Mobookreviews" TRUE FALSE 1417046243
"30" "537756944053055488" "8x10 MY FRIEND, MY MAID OF HONOR ~ Photo &amp; Poetry Frame w/Cream Mat ~ Holds a ... http://t.co/5awmE3V6Ep via @amazon" "photonameframes" FALSE FALSE 1417046221
"31" "537756879397474304" "Split the Uprights
The Fantasy Leagues Reply w/ #AmazonCart for a free sample http://t.co/6gtsdMB50M via @amazon #ThanksgivingSurvivalGuide" "finlessbook" FALSE FALSE 1417046205
"32" "537756878894157824" "RT @AMD: #SpreadJoy by getting your friends &amp; family the latest AMD hardware for a great price in the @Amazon AMD Red Zone! http://t.co/zIT…" "Dryden13" TRUE FALSE 1417046205
"33" "537756866248323072" "RT @VanillaOrchids: #SALE $0.99 -- Power Players: Four Complete Series by Cassia Leo http://t.co/lVmSVCudZg via @amazon" "JaMbookblog" TRUE FALSE 1417046202
"34" "537756858199863296" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/oO4Y2vnKPN" "PlaceboSalesman" FALSE FALSE 1417046200
"35" "537756826461544449" "@amazon Umm yeaaaaa!!!!  #UnwrapKindle" "TSO_Fan" FALSE FALSE 1417046193
"36" "537756818047778816" "@amazon yes please! #UnwrapKindle" "ALW80" FALSE FALSE 1417046191
"37" "537756804646580224" "River's Run (Lords of Kassis Book 1) by @sesmithfl is #99c #sale #bargainbook http://t.co/WZmRjuuhcl via @amazon" "MonlatReader" FALSE FALSE 1417046187
"38" "537756804374339584" "RT @AuthorLRossi: Love is the beauty of the galaxy. ★GALACTIC ENERGIES★ @amazon #kindle http://t.co/hxvSRUSsJZ #asmsg #ian1 #4ftm #aga3 htt…" "JerrieAlexander" TRUE FALSE 1417046187
"39" "537756792026324992" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/6bHY0aj7DN" "N_andrade99" FALSE FALSE 1417046184
"40" "537756774384693248" "RT @VZWken: Flight delays? Traffic? Enjoy FREE http://t.co/fxIHGwL548 music, books &amp; apps from @Amazon, @Pandora @Apple and more this #Conn…" "LatinoSportsGuy" TRUE FALSE 1417046180
"41" "537756767766450176" "RT @PTprojects: Thrilled to share these Top 4 spots w/ the tagged &amp; that my #Top10ofEverything is #347 of all 6million @amazon books! http:…" "JeniseEmbleton" TRUE FALSE 1417046179
"42" "537756710417747968" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/7OVGSawbUn" "cjames2000" FALSE FALSE 1417046165
"43" "537756701991395328" "I just bought: 'Silicone Muffin Pans 12-Cups Non-stick Silicone'... Reply w/ #AmazonWishList to add this via @amazon http://t.co/2knWjwIOkL" "suelynn1956" FALSE FALSE 1417046163
"44" "537756692318928896" "RT @lisamaeglenn: Born of an Angel by Lisa Glenn Reply w/ #AmazonCart Go 1-click now! http://t.co/8Di5uXiY4U via @amazon" "ConleyWilma" TRUE FALSE 1417046161
"45" "537756689043169281" "ANGUS &amp; SKEETER, BOOK 1   The Scavenger's Song by Sara Marie Hogg Reply w/ #AmazonCart for a free sample http://t.co/eQ8aM0LIcL via @amazon" "MissFifties" FALSE FALSE 1417046160
"46" "537756664649097217" "RT @VanillaOrchids: #SALE $0.99 -- Power Players: Four Complete Series by Cassia Leo http://t.co/lVmSVCudZg via @amazon" "sheba4005" TRUE FALSE 1417046154
"47" "537756656818724864" "RT @DuncanWhitehead: Unleashed Reply w/ #AmazonCart for free sample http://t.co/YVXWZX4UXj via @amazon #cozymystery #MysteryNovember #Kindl…" "judithabarrow" TRUE FALSE 1417046152
"48" "537756621250633728" "\"@FELDFANFAM: @Corey_Feldman @iTunes @amazon @audible_com Perfect! Thanks! :D\"" "susiebucasas480" FALSE FALSE 1417046144
"49" "537756588703223808" "RT @VanillaOrchids: #SALE $0.99 -- Power Players: Four Complete Series by Cassia Leo http://t.co/lVmSVCudZg via @amazon" "Bella623" TRUE FALSE 1417046136
"50" "537756541508542464" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/GrDs8m42V4" "bowlergirl81" FALSE FALSE 1417046125
"51" "537756537867882496" "I just listed: 'NBC Nightmare Before Christmas Jack Logo Pewter Keychain Key Ring With Clip', for $5.99 via @amazon http://t.co/var8jRzarw" "BestYetCollect" FALSE FALSE 1417046124
"52" "537756520406986753" "#climatedenier @jiminhofe book #ThGreatestHoax is science fiction. Tell @amazon and others to shelve correctly: bit.lyInhofesScienceFiction" "PeteKFromOhio" FALSE FALSE 1417046120
"53" "537756513017016321" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/KmsiCw0b9c" "ShelleyNikita37" FALSE FALSE 1417046118
"54" "537756500740288512" "Some secrets should remain hidden, Suili decided. #pirate #ambercat #romance #AmazonCart @amazon http://t.co/cCLmFQnaiO" "EchoPressBooks" FALSE FALSE 1417046115
"55" "537756480737263616" "@amazon Happy thanksgiving Amazon! &lt;3 http://t.co/0vhvjzVsHB" "NEWGTADNSCODES" FALSE FALSE 1417046110
"56" "537756477503447040" "RT @PTprojects: Thrilled to share these Top 4 spots w/ the tagged &amp; that my #Top10ofEverything is #347 of all 6million @amazon books! http:…" "TaraDBennett" TRUE FALSE 1417046109
"57" "537756474391674880" "Some secrets should remain hidden, Suili decided. #pirate #ambercat #romance #AmazonCart @amazon http://t.co/x5glWJtRuA" "BaileysEZPicks" FALSE FALSE 1417046109
"58" "537756457362800640" "4 Stars \"an awesome tale of #adventure, mystery, intrigue.\" #mystery #WWII #artwork #AmazonCart @amazon http://t.co/8vpt0lNpEw" "EchoPressBooks" FALSE FALSE 1417046105
"59" "537756429109956608" "“@amazon: Want to unlock Black Friday deals early? Reply to this tweet with #UnwrapKindle http://t.co/SAvZTAklv0” #BuyBlackFriday" "ABlackTweeter" FALSE FALSE 1417046098
"60" "537756408998281216" "Paul Anthony's tale from The Ninth Legion http://t.co/sFgoqYGV1G via @po_st @paulanthonyspen @amazon #TopReads" "paulanthonyspen" FALSE FALSE 1417046093
"61" "537756399753637888" "I just listed: 'Disney Mickey Mouse Gang Master Key Pewter Keychain Key Ring With Clip', for $5.99 via @amazon http://t.co/MGF3I28LDv" "BestYetCollect" FALSE FALSE 1417046091
"62" "537756394741829632" "ARETHA FRANKLIN ~ SOUL '69 ~ Wall Clock made from the Vinyl Record LP ~ Recycl... http://t.co/IXNeXCsK6W via @amazon" "LPRecordClocks" FALSE FALSE 1417046090
"63" "537756379390672896" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/lBxln9cP6q" "AnabelleDVM" FALSE FALSE 1417046086
"64" "537756312197545984" "I just listed: 'Sport Backpack - Basketball Backpack, Soccer Ball Backpack, Volley Ball B...', for $49.95 via @amazon http://t.co/6A5TzW8rw4" "joelfrancispere" FALSE FALSE 1417046070
"65" "537756301452132352" "RT @justdancegame: #JustDance2015 is the Gold Box Deal of the Day! Buy now on @amazon! TODAY ONLY. http://t.co/2DwckhLmCS http://t.co/CKHAj…" "AMbrodkey" TRUE FALSE 1417046067
"66" "537756298587037696" "@kestreleee @amazon that table doe" "symmetrylover" FALSE FALSE 1417046067
"67" "537756286998175744" "RT @amazon: Ugly sweater season is approaching http://t.co/LGB10iLB7E http://t.co/Quviij2qmZ" "stevedrevitson" TRUE FALSE 1417046064
"68" "537756276395368448" "Hi @Amazon, I want to #UnwrapKindle deals early on Kindle and Fire devices http://t.co/C4X5HPRvzh" "outfielder17" FALSE FALSE 1417046061
